Date,Nom_Client,Prenom_Client,Email_Client,Produit,Region,Type_Client,Quantité,Prix_Unitaire,Coût_Unitaire,Bonus_%,Heure_d'achat
2026-05-22,Traore,Khadija,khadija.traore660@example.sn,Ecran,Tambacounda,Standard,7,417,352,0%,15100
2026-06-07,Dramé,Khadija,khadija.dramé263@example.sn,Laptop,Fatick,Standard,19,640,916,0%,51294
2026-11-22,Fall,Moussa,moussa.fall413@example.sn,Clavier,Matam,Standard,12,1466,191,0%,82703
2026-12-10,Traore,Ibrahima,ibrahima.traore503@example.sn,Souris,Ziguinchor,Standard,3,1053,1104,5%,74252
2026-09-19,Diop,Penda,penda.diop40@example.sn,Laptop,Fatick,VIP,11,1210,1017,0%,39771
2026-10-10,Ba,Omar,omar.ba171@example.sn,Imprimante,Matam,Standard,13,733,247,10%,77171
2026-12-04,Dramé,Fatou,fatou.dramé917@example.sn,Souris,Matam,Standard,16,1212,951,0%,85873
2026-12-10,Dramé,Fatou,fatou.dramé441@example.sn,Smartphone,Kolda,Standard,9,180,996,10%,66229
2026-08-17,Ba,Omar,omar.ba165@example.sn,Imprimante,Ziguinchor,Standard,16,766,864,10%,34038
2026-10-07,Gaye,Ibrahima,ibrahima.gaye332@example.sn,Laptop,Thies,Standard,5,822,119,5%,69265
2026-12-24,Ba,Ibrahima,ibrahima.ba638@example.sn,Tablette,Louga,Premium,8,711,918,0%,58619
2026-10-17,Sow,Awa,awa.sow200@example.sn,Ecran,Dakar,Standard,12,871,159,0%,82097
2026-06-17,Ndiaye,Amadou,amadou.ndiaye185@example.sn,Ecran,Tambacounda,Standard,3,483,41,0%,29980
2026-02-16,Gaye,Seydou,seydou.gaye947@example.sn,Smartphone,Louga,Standard,3,156,856,5%,86226
2026-07-22,Ndiaye,Ibrahima,ibrahima.ndiaye957@example.sn,Smartphone,Saint-Louis,Standard,13,75,61,5%,29315
2026-08-02,Diop,Fatou,fatou.diop526@example.sn,Casque,Saint-Louis,Standard,3,628,80,0%,58111
2026-09-03,Cisse,Moussa,moussa.cisse854@example.sn,Clavier,Fatick,Standard,9,231,409,0%,43454
2026-01-24,Traore,Fatou,fatou.traore533@example.sn,Imprimante,Kaolack,Standard,1,688,296,0%,20260
2026-11-17,Diallo,Amadou,amadou.diallo580@example.sn,Smartphone,Ziguinchor,VIP,6,427,83,0%,60707
2026-10-01,Ba,Omar,omar.ba842@example.sn,Ecran,Louga,Standard,19,1097,547,0%,39059
2026-02-13,Traore,Amadou,amadou.traore829@example.sn,Laptop,Tambacounda,Standard,16,1049,37,0%,15014
2026-11-28,Diallo,Mariama,mariama.diallo820@example.sn,Tablette,Louga,VIP,1,318,677,0%,10758
2026-11-09,Diop,Seydou,seydou.diop771@example.sn,Laptop,Thies,Premium,10,380,410,0%,69914
2026-12-29,Diop,Mariama,mariama.diop348@example.sn,Ecran,Saint-Louis,Premium,2,1303,651,0%,52812
2026-06-05,Cisse,Awa,awa.cisse614@example.sn,Laptop,Dakar,Standard,3,158,918,0%,72288
2026-07-18,Gaye,Ibrahima,ibrahima.gaye328@example.sn,Tablette,Saint-Louis,Premium,7,1261,637,0%,9852
2026-06-11,Traore,Awa,awa.traore120@example.sn,Imprimante,Matam,Standard,6,796,483,0%,52449
2026-08-22,Traore,Amadou,amadou.traore827@example.sn,Souris,Kaolack,Standard,15,1215,782,0%,63267
2026-06-12,Ba,Mariama,mariama.ba889@example.sn,Casque,Thies,VIP,2,1119,347,10%,13411
2026-04-26,Diop,Moussa,moussa.diop816@example.sn,Ecran,Kaolack,Standard,17,292,984,5%,23
2026-04-03,Diallo,Seydou,seydou.diallo947@example.sn,Clavier,Fatick,VIP,19,822,923,0%,65599
2026-02-11,Fall,Moussa,moussa.fall482@example.sn,Imprimante,Kolda,Standard,14,190,380,0%,66810
2026-10-11,Cisse,Moussa,moussa.cisse857@example.sn,Ecran,Ziguinchor,Standard,17,1225,692,0%,37472
2026-07-29,Gaye,Moussa,moussa.gaye26@example.sn,Smartphone,Ziguinchor,Standard,19,449,972,0%,74904
2026-07-25,Dramé,Omar,omar.dramé229@example.sn,Clavier,Ziguinchor,VIP,2,590,1022,0%,25536
2026-08-08,Fall,Ibrahima,ibrahima.fall496@example.sn,Casque,Tambacounda,Standard,16,68,78,0%,76581
2026-10-07,Sow,Ibrahima,ibrahima.sow820@example.sn,Souris,Kolda,Standard,16,642,670,0%,17243
2026-05-16,Ndiaye,Mariama,mariama.ndiaye314@example.sn,Tablette,Fatick,Standard,3,1249,563,0%,12718
2026-04-16,Cisse,Moussa,moussa.cisse526@example.sn,Clavier,Saint-Louis,Premium,14,270,960,5%,57224
2026-04-28,Diallo,Khadija,khadija.diallo138@example.sn,Ecran,Thies,Premium,7,337,1056,0%,53984
2026-08-25,Fall,Seydou,seydou.fall844@example.sn,Laptop,Kolda,Standard,10,632,776,0%,66217
2026-11-05,Diallo,Khadija,khadija.diallo633@example.sn,Smartphone,Saint-Louis,Standard,9,374,450,10%,58132
2026-04-10,Ba,Awa,awa.ba33@example.sn,Smartphone,Matam,Standard,8,1033,874,0%,60737
2026-09-18,Cisse,Mariama,mariama.cisse550@example.sn,Souris,Kaolack,VIP,15,1001,345,10%,40723
2026-11-01,Diop,Seydou,seydou.diop920@example.sn,Casque,Ziguinchor,Premium,12,684,1094,0%,70658
2026-12-20,Gaye,Amadou,amadou.gaye141@example.sn,Casque,Matam,Premium,6,1490,960,0%,16034
2026-10-13,Diallo,Mariama,mariama.diallo565@example.sn,Imprimante,Ziguinchor,Standard,15,545,273,0%,78734
2026-11-24,Traore,Awa,awa.traore330@example.sn,Tablette,Tambacounda,Premium,15,72,1155,0%,45880
2026-04-13,Fall,Awa,awa.fall506@example.sn,Casque,Thies,Standard,8,511,503,0%,73436
2026-03-04,Traore,Awa,awa.traore897@example.sn,Clavier,Louga,Standard,12,428,209,0%,86330
2026-06-24,Diallo,Khadija,khadija.diallo728@example.sn,Smartphone,Fatick,Standard,2,238,209,0%,82746
2026-10-09,Fall,Ibrahima,ibrahima.fall391@example.sn,Tablette,Dakar,Standard,9,498,904,0%,60688
2026-10-20,Diop,Seydou,seydou.diop225@example.sn,Ecran,Tambacounda,Standard,8,691,732,0%,48906
2026-08-14,Ndiaye,Amadou,amadou.ndiaye765@example.sn,Casque,Kolda,Standard,8,398,99,10%,32641
2026-01-07,Ndiaye,Penda,penda.ndiaye552@example.sn,Laptop,Louga,Standard,4,747,581,0%,8073
2026-05-07,Ba,Penda,penda.ba925@example.sn,Smartphone,Kaolack,Standard,5,890,1062,5%,49262
2026-04-02,Sow,Moussa,moussa.sow787@example.sn,Tablette,Thies,Standard,17,77,174,0%,6357
2026-07-09,Ndiaye,Omar,omar.ndiaye20@example.sn,Smartphone,Kolda,Standard,7,722,855,0%,27664
2026-12-25,Sow,Mariama,mariama.sow91@example.sn,Clavier,Louga,Premium,1,1352,109,5%,35929
2026-02-22,Fall,Omar,omar.fall165@example.sn,Souris,Kolda,Standard,10,848,854,5%,15662
2026-08-30,Ndiaye,Penda,penda.ndiaye175@example.sn,Casque,Thies,Premium,14,1121,627,0%,16066
2026-05-12,Diallo,Penda,penda.diallo217@example.sn,Souris,Ziguinchor,Standard,19,1456,202,0%,23205
2026-12-30,Diop,Fatou,fatou.diop33@example.sn,Ecran,Louga,Standard,9,1068,218,5%,58418
2026-04-22,Diallo,Amadou,amadou.diallo816@example.sn,Casque,Ziguinchor,Standard,11,606,809,0%,28539
2026-01-07,Diallo,Fatou,fatou.diallo896@example.sn,Casque,Louga,Standard,12,1291,35,0%,48917
2026-08-18,Sow,Moussa,moussa.sow700@example.sn,Imprimante,Saint-Louis,Standard,1,977,643,5%,1506
2026-06-05,Dramé,Fatou,fatou.dramé341@example.sn,Imprimante,Kolda,Premium,17,356,192,0%,51258
2026-07-16,Dramé,Mariama,mariama.dramé571@example.sn,Ecran,Thies,Standard,1,864,1100,0%,48334
2026-11-19,Gaye,Khadija,khadija.gaye528@example.sn,Laptop,Thies,Standard,1,878,626,0%,67572
2026-12-30,Ndiaye,Moussa,moussa.ndiaye520@example.sn,Clavier,Ziguinchor,Standard,18,1251,146,0%,84325
2026-08-11,Diop,Khadija,khadija.diop621@example.sn,Imprimante,Tambacounda,Standard,9,596,312,0%,37590
2026-09-07,Diop,Moussa,moussa.diop602@example.sn,Laptop,Saint-Louis,Standard,17,1494,168,0%,40312
2026-03-24,Traore,Fatou,fatou.traore250@example.sn,Ecran,Thies,Standard,13,1129,355,0%,32005
2026-08-28,Diallo,Penda,penda.diallo845@example.sn,Clavier,Louga,Standard,17,737,582,0%,2206
2026-12-26,Diop,Khadija,khadija.diop190@example.sn,Clavier,Louga,Premium,11,135,712,5%,55183
2026-11-19,Fall,Seydou,seydou.fall302@example.sn,Ecran,Fatick,Standard,17,709,57,0%,10019
2026-09-20,Cisse,Moussa,moussa.cisse92@example.sn,Clavier,Kaolack,Standard,9,960,604,10%,57052
2026-07-08,Diallo,Omar,omar.diallo575@example.sn,Casque,Matam,Standard,14,623,518,10%,47051
2026-10-17,Sow,Ibrahima,ibrahima.sow99@example.sn,Imprimante,Saint-Louis,Standard,1,1087,746,5%,44579
2026-12-28,Diallo,Seydou,seydou.diallo448@example.sn,Ecran,Tambacounda,VIP,8,1178,477,5%,2092
2026-02-27,Diop,Seydou,seydou.diop724@example.sn,Casque,Dakar,Premium,2,227,486,5%,30103
2026-01-09,Ba,Awa,awa.ba552@example.sn,Imprimante,Ziguinchor,Standard,4,258,1175,0%,218
2026-10-31,Fall,Awa,awa.fall202@example.sn,Imprimante,Louga,Standard,18,1142,495,5%,62432
2026-04-25,Fall,Awa,awa.fall497@example.sn,Casque,Saint-Louis,VIP,13,960,1005,0%,46994
2026-07-29,Ndiaye,Amadou,amadou.ndiaye621@example.sn,Imprimante,Thies,Standard,14,1065,588,10%,9664
2026-02-10,Dramé,Penda,penda.dramé358@example.sn,Laptop,Saint-Louis,Standard,11,1136,968,5%,33884
2026-10-31,Sow,Omar,omar.sow98@example.sn,Tablette,Saint-Louis,Standard,11,1244,151,0%,69932
2026-06-22,Ndiaye,Ibrahima,ibrahima.ndiaye964@example.sn,Souris,Fatick,Standard,8,844,692,0%,53546
2026-08-22,Gaye,Mariama,mariama.gaye132@example.sn,Ecran,Dakar,Premium,12,431,1127,0%,59323
2026-10-08,Cisse,Khadija,khadija.cisse383@example.sn,Ecran,Kaolack,Premium,1,878,407,0%,3062
2026-03-19,Traore,Seydou,seydou.traore56@example.sn,Ecran,Saint-Louis,Standard,16,1383,387,0%,85469
2026-04-18,Fall,Amadou,amadou.fall442@example.sn,Clavier,Tambacounda,Standard,18,797,1130,5%,50712
2026-10-08,Sow,Khadija,khadija.sow155@example.sn,Ecran,Fatick,Standard,1,216,812,10%,26208
2026-02-08,Dramé,Amadou,amadou.dramé12@example.sn,Ecran,Dakar,Premium,18,1073,159,0%,14113
2026-04-29,Sow,Fatou,fatou.sow539@example.sn,Laptop,Matam,Premium,10,678,1114,5%,37005
2026-12-01,Traore,Amadou,amadou.traore323@example.sn,Casque,Tambacounda,Standard,11,282,454,0%,81817
2026-12-02,Traore,Fatou,fatou.traore336@example.sn,Souris,Fatick,Premium,16,212,637,0%,50705
2026-01-27,Ndiaye,Fatou,fatou.ndiaye997@example.sn,Casque,Matam,Standard,5,642,507,0%,45853
2026-04-14,Diallo,Mariama,mariama.diallo90@example.sn,Tablette,Matam,Standard,1,553,627,10%,11248
2026-03-15,Gaye,Ibrahima,ibrahima.gaye162@example.sn,Casque,Kolda,Standard,18,1338,978,0%,38044
2026-07-10,Gaye,Mariama,mariama.gaye411@example.sn,Clavier,Dakar,Standard,7,555,651,0%,9068
2026-11-20,Diop,Amadou,amadou.diop829@example.sn,Smartphone,Kolda,Standard,1,684,501,5%,56385
2026-05-27,Gaye,Penda,penda.gaye497@example.sn,Imprimante,Dakar,Standard,2,109,1067,0%,2187
2026-09-12,Sow,Fatou,fatou.sow820@example.sn,Ecran,Saint-Louis,Standard,2,1135,686,0%,46625
2026-10-11,Gaye,Ibrahima,ibrahima.gaye76@example.sn,Souris,Fatick,Standard,16,1179,1195,0%,15397
2026-08-01,Dramé,Amadou,amadou.dramé98@example.sn,Ecran,Matam,Standard,8,1217,773,0%,33376
2026-05-03,Gaye,Seydou,seydou.gaye144@example.sn,Casque,Ziguinchor,Standard,10,449,1094,10%,69
2026-07-25,Fall,Ibrahima,ibrahima.fall888@example.sn,Imprimante,Dakar,Standard,16,1038,859,0%,2747
2026-08-28,Diop,Seydou,seydou.diop211@example.sn,Tablette,Saint-Louis,Standard,5,593,849,0%,46932
2026-12-05,Sow,Fatou,fatou.sow437@example.sn,Souris,Fatick,Premium,4,407,312,0%,46456
2026-10-13,Traore,Khadija,khadija.traore949@example.sn,Smartphone,Thies,Standard,13,536,370,0%,33466
2026-01-22,Ndiaye,Omar,omar.ndiaye188@example.sn,Souris,Thies,Standard,8,296,69,0%,80200
2026-09-16,Cisse,Fatou,fatou.cisse348@example.sn,Imprimante,Kolda,Standard,13,1305,64,0%,4308
2026-12-23,Ndiaye,Awa,awa.ndiaye88@example.sn,Imprimante,Louga,Standard,5,87,124,0%,69449
2026-04-15,Diallo,Awa,awa.diallo606@example.sn,Ecran,Kaolack,Standard,17,728,40,0%,69942
2026-09-15,Cisse,Penda,penda.cisse542@example.sn,Ecran,Tambacounda,Standard,15,495,792,0%,4815
2026-07-23,Dramé,Ibrahima,ibrahima.dramé387@example.sn,Clavier,Kolda,Standard,7,65,279,5%,11631
2026-11-06,Ba,Omar,omar.ba174@example.sn,Clavier,Fatick,Standard,10,103,621,0%,45906
2026-09-19,Diop,Seydou,seydou.diop549@example.sn,Clavier,Fatick,Standard,3,798,895,0%,12575
2026-04-17,Traore,Moussa,moussa.traore758@example.sn,Tablette,Matam,Standard,16,67,410,0%,71435
2026-09-08,Ndiaye,Awa,awa.ndiaye809@example.sn,Smartphone,Saint-Louis,Standard,15,821,1074,0%,73367
2026-08-09,Gaye,Omar,omar.gaye706@example.sn,Clavier,Thies,Standard,6,598,890,0%,9641
2026-08-10,Diop,Penda,penda.diop946@example.sn,Ecran,Dakar,Standard,10,1369,854,0%,49778
2026-09-15,Gaye,Amadou,amadou.gaye831@example.sn,Casque,Thies,Premium,7,1141,1045,0%,13226
2026-07-20,Diop,Omar,omar.diop164@example.sn,Smartphone,Saint-Louis,Standard,19,1474,930,10%,2038
2026-09-15,Diop,Amadou,amadou.diop132@example.sn,Clavier,Ziguinchor,Premium,5,1026,441,5%,76073
2026-12-15,Diallo,Ibrahima,ibrahima.diallo608@example.sn,Imprimante,Matam,Standard,7,937,508,0%,43744
2026-08-13,Fall,Mariama,mariama.fall211@example.sn,Smartphone,Saint-Louis,Standard,3,737,655,0%,78581
2026-07-21,Dramé,Amadou,amadou.dramé49@example.sn,Souris,Fatick,Standard,2,68,488,5%,7669
2026-08-14,Gaye,Ibrahima,ibrahima.gaye178@example.sn,Casque,Ziguinchor,Standard,19,647,280,10%,12673
2026-08-24,Gaye,Fatou,fatou.gaye79@example.sn,Laptop,Ziguinchor,Premium,2,796,362,0%,83445
2026-07-02,Gaye,Ibrahima,ibrahima.gaye801@example.sn,Clavier,Matam,Standard,19,358,392,0%,22142
2026-07-19,Diallo,Seydou,seydou.diallo923@example.sn,Imprimante,Tambacounda,Standard,18,195,952,0%,48824
2026-12-23,Ndiaye,Omar,omar.ndiaye339@example.sn,Casque,Ziguinchor,Standard,1,856,891,10%,84159
2026-09-03,Sow,Khadija,khadija.sow449@example.sn,Imprimante,Tambacounda,Standard,9,1165,589,0%,29479
2026-12-19,Gaye,Mariama,mariama.gaye408@example.sn,Tablette,Fatick,Premium,16,1492,491,0%,60298
2026-04-21,Ndiaye,Amadou,amadou.ndiaye502@example.sn,Souris,Tambacounda,Premium,8,378,87,0%,47410
2026-01-06,Fall,Mariama,mariama.fall363@example.sn,Clavier,Matam,Standard,11,1410,1190,0%,16562
2026-08-24,Gaye,Omar,omar.gaye337@example.sn,Laptop,Matam,Standard,16,1491,330,0%,17915
2026-05-07,Dramé,Omar,omar.dramé507@example.sn,Imprimante,Saint-Louis,Standard,10,832,185,0%,47306
2026-04-14,Traore,Amadou,amadou.traore428@example.sn,Souris,Kaolack,VIP,16,634,203,0%,58334
2026-08-25,Ba,Penda,penda.ba512@example.sn,Casque,Matam,Standard,13,920,950,0%,36790
2026-06-04,Gaye,Khadija,khadija.gaye548@example.sn,Souris,Ziguinchor,Premium,7,1148,311,0%,81584
2026-09-14,Sow,Amadou,amadou.sow354@example.sn,Casque,Dakar,Standard,1,1033,792,0%,4789
2026-08-23,Traore,Moussa,moussa.traore652@example.sn,Imprimante,Fatick,Standard,14,1158,224,0%,77553
2026-10-16,Dramé,Mariama,mariama.dramé798@example.sn,Smartphone,Saint-Louis,VIP,9,752,1006,0%,4938
2026-02-09,Diallo,Moussa,moussa.diallo386@example.sn,Clavier,Thies,VIP,14,387,959,0%,13260
2026-10-15,Ba,Mariama,mariama.ba304@example.sn,Laptop,Tambacounda,Standard,4,843,585,0%,50932
2026-07-16,Diallo,Fatou,fatou.diallo297@example.sn,Tablette,Ziguinchor,Standard,9,226,65,5%,58444
2026-09-30,Sow,Mariama,mariama.sow263@example.sn,Smartphone,Dakar,Standard,2,821,611,0%,35394
2026-09-21,Ba,Omar,omar.ba443@example.sn,Clavier,Kolda,Standard,11,1218,497,5%,27791
2026-02-26,Sow,Ibrahima,ibrahima.sow510@example.sn,Laptop,Tambacounda,Standard,14,296,722,10%,537
2026-10-25,Diallo,Moussa,moussa.diallo94@example.sn,Smartphone,Ziguinchor,Premium,4,1202,796,5%,16333
2026-04-08,Dramé,Moussa,moussa.dramé530@example.sn,Laptop,Louga,Standard,3,638,177,5%,68452
2026-05-17,Ba,Awa,awa.ba571@example.sn,Souris,Fatick,Standard,10,763,156,5%,47461
2026-03-28,Cisse,Mariama,mariama.cisse522@example.sn,Laptop,Kolda,Standard,1,1154,753,0%,42382
2026-08-30,Ndiaye,Khadija,khadija.ndiaye525@example.sn,Imprimante,Ziguinchor,Standard,9,680,549,0%,26811
2026-07-18,Dramé,Seydou,seydou.dramé525@example.sn,Smartphone,Kaolack,Standard,13,1286,285,0%,32552
2026-11-06,Ba,Moussa,moussa.ba506@example.sn,Smartphone,Saint-Louis,Standard,11,1442,845,10%,28069
2026-03-25,Sow,Mariama,mariama.sow611@example.sn,Clavier,Ziguinchor,Standard,10,1180,436,5%,70713
2026-08-30,Sow,Omar,omar.sow171@example.sn,Smartphone,Tambacounda,Standard,1,698,31,0%,85295
2026-10-08,Fall,Seydou,seydou.fall676@example.sn,Ecran,Tambacounda,Standard,13,1168,322,0%,19775
2026-11-19,Dramé,Penda,penda.dramé536@example.sn,Ecran,Saint-Louis,VIP,9,1172,791,0%,69423
2026-09-09,Sow,Ibrahima,ibrahima.sow374@example.sn,Souris,Ziguinchor,Premium,8,955,1147,0%,11082
2026-07-09,Diop,Mariama,mariama.diop553@example.sn,Ecran,Matam,VIP,13,738,80,0%,35688
2026-06-01,Ndiaye,Fatou,fatou.ndiaye434@example.sn,Clavier,Thies,Standard,8,97,189,5%,22080
2026-10-29,Diallo,Seydou,seydou.diallo976@example.sn,Laptop,Kaolack,Standard,17,225,213,0%,30943
2026-10-05,Traore,Penda,penda.traore966@example.sn,Smartphone,Matam,Premium,1,448,195,5%,35577
2026-05-19,Fall,Mariama,mariama.fall584@example.sn,Clavier,Ziguinchor,Standard,12,94,1172,0%,32563
2026-06-25,Sow,Mariama,mariama.sow966@example.sn,Clavier,Matam,VIP,12,1331,875,0%,49798
2026-01-08,Diop,Seydou,seydou.diop373@example.sn,Tablette,Louga,Standard,11,363,928,0%,72893
2026-10-22,Fall,Seydou,seydou.fall117@example.sn,Clavier,Dakar,Standard,11,215,74,0%,13709
2026-08-23,Diop,Seydou,seydou.diop23@example.sn,Clavier,Ziguinchor,Premium,16,1065,164,0%,29800
2026-06-12,Fall,Amadou,amadou.fall32@example.sn,Tablette,Tambacounda,Standard,5,530,52,0%,62092
2026-02-18,Sow,Ibrahima,ibrahima.sow632@example.sn,Casque,Thies,Premium,9,930,543,5%,9688
2026-10-29,Diop,Moussa,moussa.diop330@example.sn,Souris,Fatick,Standard,10,748,703,0%,38243
2026-02-07,Ba,Seydou,seydou.ba519@example.sn,Smartphone,Tambacounda,Standard,11,658,977,0%,52733
2026-05-16,Dramé,Seydou,seydou.dramé681@example.sn,Imprimante,Kaolack,Standard,3,240,1164,0%,47012
2026-11-06,Traore,Amadou,amadou.traore50@example.sn,Tablette,Thies,Premium,11,92,831,0%,61104
2026-08-07,Diallo,Omar,omar.diallo803@example.sn,Ecran,Dakar,Standard,8,821,295,5%,70608
2026-12-14,Traore,Penda,penda.traore313@example.sn,Clavier,Ziguinchor,Premium,1,732,502,5%,67209
2026-10-23,Diallo,Khadija,khadija.diallo978@example.sn,Clavier,Tambacounda,Standard,17,286,671,0%,85071
2026-02-03,Cisse,Mariama,mariama.cisse665@example.sn,Smartphone,Matam,Standard,16,866,1134,5%,53485
2026-12-18,Ndiaye,Mariama,mariama.ndiaye424@example.sn,Souris,Matam,Standard,16,581,239,5%,79638
2026-03-20,Cisse,Seydou,seydou.cisse459@example.sn,Ecran,Tambacounda,Standard,3,734,345,0%,35470
2026-08-24,Gaye,Amadou,amadou.gaye809@example.sn,Laptop,Thies,Standard,15,706,46,5%,42054
2026-09-30,Sow,Ibrahima,ibrahima.sow403@example.sn,Tablette,Louga,VIP,2,627,213,0%,6818
2026-06-10,Ba,Khadija,khadija.ba674@example.sn,Casque,Fatick,Standard,11,1299,524,5%,56273
2026-06-24,Dramé,Omar,omar.dramé603@example.sn,Smartphone,Tambacounda,Standard,9,483,627,0%,60089
2026-11-04,Ba,Awa,awa.ba374@example.sn,Smartphone,Dakar,Standard,5,503,976,0%,82632
2026-08-09,Traore,Omar,omar.traore747@example.sn,Tablette,Ziguinchor,Premium,3,1200,813,0%,39713
2026-01-09,Diallo,Awa,awa.diallo998@example.sn,Clavier,Louga,Standard,8,691,182,0%,25655
2026-10-16,Cisse,Amadou,amadou.cisse438@example.sn,Clavier,Fatick,VIP,6,476,108,0%,81196
2026-04-23,Ba,Ibrahima,ibrahima.ba161@example.sn,Imprimante,Kolda,Standard,7,1474,623,0%,58772
2026-07-24,Cisse,Khadija,khadija.cisse268@example.sn,Imprimante,Saint-Louis,Standard,12,122,94,10%,18879
2026-07-05,Ndiaye,Awa,awa.ndiaye839@example.sn,Casque,Matam,Premium,7,1221,160,0%,27861
2026-12-07,Ndiaye,Seydou,seydou.ndiaye600@example.sn,Tablette,Tambacounda,VIP,9,470,723,0%,15745
2026-07-16,Diallo,Moussa,moussa.diallo716@example.sn,Smartphone,Saint-Louis,Standard,9,485,178,0%,83115
2026-09-23,Gaye,Moussa,moussa.gaye960@example.sn,Ecran,Kolda,Standard,1,331,139,5%,37849
2026-09-19,Ba,Seydou,seydou.ba232@example.sn,Tablette,Matam,VIP,3,458,134,0%,68435
2026-09-05,Dramé,Ibrahima,ibrahima.dramé275@example.sn,Laptop,Kolda,Premium,5,369,1080,5%,85160
2026-04-25,Cisse,Fatou,fatou.cisse239@example.sn,Imprimante,Ziguinchor,Standard,11,1488,417,0%,74574
2026-05-01,Cisse,Mariama,mariama.cisse448@example.sn,Smartphone,Kolda,Standard,4,975,144,0%,47783
2026-05-21,Ndiaye,Omar,omar.ndiaye159@example.sn,Casque,Saint-Louis,Standard,12,418,158,0%,52281
2026-03-06,Sow,Awa,awa.sow919@example.sn,Casque,Fatick,Standard,1,443,801,0%,54499
2026-10-03,Diallo,Moussa,moussa.diallo466@example.sn,Imprimante,Saint-Louis,Standard,1,1495,468,0%,37014
2026-11-09,Cisse,Seydou,seydou.cisse987@example.sn,Smartphone,Louga,Standard,13,670,1163,5%,46587
2026-08-27,Ndiaye,Khadija,khadija.ndiaye145@example.sn,Clavier,Matam,Premium,5,1171,698,0%,32801
2026-10-29,Ndiaye,Khadija,khadija.ndiaye644@example.sn,Smartphone,Thies,Standard,2,1445,242,0%,39321
2026-01-10,Diop,Awa,awa.diop879@example.sn,Smartphone,Matam,Standard,19,1046,875,0%,26183
2026-08-21,Cisse,Fatou,fatou.cisse408@example.sn,Laptop,Dakar,Standard,7,1225,549,0%,83975
2026-07-14,Diop,Penda,penda.diop631@example.sn,Smartphone,Kaolack,Standard,16,1154,1133,0%,19305
2026-01-12,Dramé,Penda,penda.dramé152@example.sn,Souris,Fatick,Standard,4,1090,512,0%,81015
2026-06-26,Dramé,Amadou,amadou.dramé957@example.sn,Ecran,Dakar,Standard,18,1143,1141,10%,81349
2026-06-26,Ndiaye,Ibrahima,ibrahima.ndiaye79@example.sn,Souris,Louga,Standard,11,561,600,0%,7914
2026-08-05,Sow,Ibrahima,ibrahima.sow63@example.sn,Tablette,Tambacounda,Standard,16,881,1143,0%,68897
2026-01-11,Sow,Omar,omar.sow853@example.sn,Tablette,Louga,VIP,10,923,131,5%,67499
2026-04-28,Diop,Omar,omar.diop947@example.sn,Ecran,Fatick,Standard,2,287,247,5%,35162
2026-06-13,Ndiaye,Penda,penda.ndiaye412@example.sn,Casque,Kolda,VIP,10,464,695,0%,8529
2026-02-08,Diop,Awa,awa.diop561@example.sn,Clavier,Fatick,Standard,3,106,223,5%,56769
2026-02-22,Diallo,Moussa,moussa.diallo718@example.sn,Casque,Saint-Louis,Premium,12,1477,409,0%,48303
2026-08-06,Diop,Moussa,moussa.diop36@example.sn,Laptop,Kaolack,Standard,2,1203,264,5%,74180
2026-07-25,Gaye,Seydou,seydou.gaye851@example.sn,Smartphone,Dakar,Standard,8,666,82,0%,72306
2026-11-08,Cisse,Awa,awa.cisse308@example.sn,Ecran,Ziguinchor,Premium,18,643,742,5%,48920
2026-12-26,Dramé,Moussa,moussa.dramé701@example.sn,Casque,Fatick,Standard,9,99,708,5%,43947
2026-02-25,Fall,Fatou,fatou.fall567@example.sn,Smartphone,Saint-Louis,Standard,11,519,649,0%,80598
2026-04-28,Ndiaye,Mariama,mariama.ndiaye663@example.sn,Casque,Louga,Standard,3,858,936,0%,387
2026-09-10,Sow,Ibrahima,ibrahima.sow329@example.sn,Smartphone,Saint-Louis,Standard,8,534,681,0%,33630
2026-10-13,Ba,Fatou,fatou.ba454@example.sn,Casque,Kaolack,Standard,5,381,207,0%,12654
2026-09-25,Cisse,Moussa,moussa.cisse107@example.sn,Souris,Ziguinchor,Standard,15,1015,85,10%,64419
2026-10-18,Fall,Mariama,mariama.fall135@example.sn,Souris,Louga,Premium,10,194,453,10%,20240
2026-11-29,Gaye,Seydou,seydou.gaye67@example.sn,Imprimante,Louga,Standard,14,255,206,5%,10364
2026-06-29,Ba,Omar,omar.ba186@example.sn,Souris,Dakar,Standard,5,955,623,0%,17295
2026-12-24,Sow,Awa,awa.sow728@example.sn,Ecran,Matam,Standard,18,139,458,0%,83772
2026-08-23,Gaye,Awa,awa.gaye294@example.sn,Tablette,Saint-Louis,Standard,12,219,242,10%,9857
2026-12-09,Sow,Moussa,moussa.sow675@example.sn,Ecran,Kaolack,Standard,3,1311,930,0%,78306
2026-07-15,Sow,Amadou,amadou.sow36@example.sn,Ecran,Matam,Standard,8,512,413,0%,6390
2026-11-04,Ndiaye,Moussa,moussa.ndiaye460@example.sn,Laptop,Ziguinchor,VIP,14,1473,201,0%,14352
2026-03-21,Ba,Omar,omar.ba332@example.sn,Casque,Louga,Standard,1,1239,198,0%,8380
2026-05-15,Diallo,Omar,omar.diallo684@example.sn,Tablette,Dakar,Standard,4,703,764,0%,41046
2026-01-22,Diop,Seydou,seydou.diop259@example.sn,Ecran,Matam,Standard,8,469,370,0%,80170
